transaction_id|transaction_ref|transaction_dt|amount|debit_acct|credit_acct|status|narrative|approval_dt|approved_by_user_id
TRN-646846|Q98655J27854|2013-03-20 11:19:47|3432.25|ACT-00028|ACT-59698|processed|payment for invoice # INV-145433|2013-03-21 00:00:00|u9615
TRN-450401|N13121Y17675|2012-12-03 14:01:11|94532.14|ACT-00037|ACT-11034|processed|payment for invoice # INV-270082|2012-12-06 00:00:00|u3269
TRN-563554|K60749X96500|2011-07-11 09:34:16|31821.60|ACT-00010|ACT-45489|processed|payment for invoice # INV-757846|2011-07-14 00:00:00|u3977
TRN-253566|V49456F89255|2011-12-05 12:53:16|1772.15|ACT-00004|ACT-11034|processed|payment for invoice # INV-180241|2011-12-08 00:00:00|u2204
TRN-571057|L17863R68243|2013-02-11 11:23:18|1412.62|ACT-00034|ACT-93939|processed|payment for invoice # INV-532350|2013-02-14 00:00:00|u9615
TRN-293663|V45792Z66261|2013-09-16 11:33:14|8514.27|ACT-00004|ACT-95862|processed|payment for invoice # INV-472114|2013-09-19 00:00:00|u2204
TRN-867080|I84297U58578|2014-01-14 16:29:30|20807.05|ACT-00009|ACT-46570|processed|payment for invoice # INV-725783|2014-01-16 00:00:00|u2204
TRN-535027|M11199Z16864|2006-04-18 09:04:20|13284.08|ACT-00021|ACT-20501|processed|payment for invoice # INV-504872|2006-04-20 00:00:00|u2204
TRN-918078|U91212L50794|2015-04-24 14:06:34|28592.11|ACT-00002|ACT-87049|processed|payment for invoice # INV-403640|2015-04-30 00:00:00|u2204
TRN-703877|N41653U34068|2014-09-25 10:20:20|20270.99|ACT-00007|ACT-34595|processed|payment for invoice # INV-235734|2014-10-02 00:00:00|u2204
TRN-861295|B29758V63308|2016-10-07 12:01:23|31739.23|ACT-00026|ACT-36515|processed|payment for invoice # INV-517816|2016-10-13 00:00:00|u3977
TRN-294240|M59636W61327|2014-05-12 11:13:24|81626.90|ACT-00002|ACT-59698|processed|payment for invoice # INV-661003|2014-05-15 00:00:00|u3977
TRN-234001|S46412L11568|2011-07-12 11:48:41|37787.92|ACT-00008|ACT-95862|processed|payment for invoice # INV-539971|2011-07-14 00:00:00|u3269
TRN-890981|F12978U24978|2013-04-30 15:16:19|1668.79|ACT-00025|ACT-45489|processed|payment for invoice # INV-225824|2013-05-02 00:00:00|u9615
TRN-569628|U55724V29825|2012-06-18 14:37:58|18490.16|ACT-00023|ACT-20501|processed|payment for invoice # INV-488284|2012-06-21 00:00:00|u2204
TRN-660755|J89619D36610|2010-04-27 12:41:47|149032.59|ACT-00020|ACT-36515|processed|payment for invoice # INV-841397|2010-04-29 00:00:00|u3269
TRN-197598|F90458E95295|2016-03-29 10:47:38|14561.96|ACT-00032|ACT-87049|processed|payment for invoice # INV-710722|2016-03-31 00:00:00|u2204
TRN-601248|Q28168F41393|2013-11-27 13:39:02|29791.97|ACT-00019|ACT-14189|processed|payment for invoice # INV-809658|2013-11-28 00:00:00|u2204
TRN-408818|P66388Y46161|2015-04-20 12:51:23|16597.86|ACT-00019|ACT-87049|processed|payment for invoice # INV-417093|2015-04-23 00:00:00|u2204
TRN-923343|J50537N20847|2016-03-17 15:38:39|44040.76|ACT-00031|ACT-20501|processed|payment for invoice # INV-817247|2016-03-24 00:00:00|u3977
TRN-862559|E42370L33404|2014-09-22 16:33:48|47551.71|ACT-00013|ACT-34595|processed|payment for invoice # INV-231867|2014-09-25 00:00:00|u3977
TRN-515218|B58687W23519|2006-12-11 11:34:52|4904.20|ACT-00027|ACT-20501|processed|payment for invoice # INV-829550|2006-12-14 00:00:00|u9615
TRN-198792|E97784Q70125|2009-01-09 14:15:53|19311.21|ACT-00036|ACT-55676|processed|payment for invoice # INV-523763|2009-01-15 00:00:00|u2204
TRN-126772|M20032Q34002|2006-03-03 09:44:46|57087.12|ACT-00036|ACT-21097|processed|payment for invoice # INV-774048|2006-03-09 00:00:00|u3977
TRN-507855|A63060D13686|2014-07-08 12:48:27|13163.00|ACT-00026|ACT-59698|processed|payment for invoice # INV-986583|2014-07-10 00:00:00|u3977
TRN-626009|T20087N30912|2006-02-27 14:03:57|13795.78|ACT-00036|ACT-70849|processed|payment for invoice # INV-790526|2006-03-02 00:00:00|u2204
TRN-103469|U60228K59037|2011-01-26 10:33:52|13236.49|ACT-00032|ACT-14189|processed|payment for invoice # INV-265743|2011-01-27 00:00:00|u2204
TRN-604896|H59445Q48812|2011-06-24 12:43:25|9845.41|ACT-00037|ACT-20925|processed|payment for invoice # INV-185034|2011-06-30 00:00:00|u2204
TRN-414890|Q50937Z90267|2011-04-21 16:37:48|10037.01|ACT-00030|ACT-87049|processed|payment for invoice # INV-700698|2011-04-28 00:00:00|u2204
TRN-180273|H29084J47848|2013-03-18 10:13:11|31528.92|ACT-00009|ACT-50360|processed|payment for invoice # INV-706800|2013-03-21 00:00:00|u3977
TRN-931947|W58790J19375|2014-09-29 13:46:03|6902.16|ACT-00022|ACT-34595|processed|payment for invoice # INV-315594|2014-10-02 00:00:00|u2204
TRN-551116|M92831J12183|2012-07-05 15:54:52|2682.92|ACT-00009|ACT-50360|processed|payment for invoice # INV-255947|2012-07-12 00:00:00|u9615
TRN-721517|Q75038T11146|2015-09-04 16:01:43|27981.67|ACT-00031|ACT-34595|processed|payment for invoice # INV-344276|2015-09-10 00:00:00|u2204
TRN-655259|H63181U94918|2006-03-06 11:44:35|1974.19|ACT-00030|ACT-87049|processed|payment for invoice # INV-714299|2006-03-09 00:00:00|u9615
TRN-714411|A73052Q21645|2011-07-13 13:23:57|40450.87|ACT-00037|ACT-45489|processed|payment for invoice # INV-313960|2011-07-14 00:00:00|u3977
TRN-124507|U85074R60991|2015-11-23 14:10:50|25543.59|ACT-00015|ACT-34595|processed|payment for invoice # INV-799721|2015-11-26 00:00:00|u2204
TRN-172535|S29426L10205|2015-05-04 12:11:26|14617.00|ACT-00006|ACT-87049|processed|payment for invoice # INV-875827|2015-05-07 00:00:00|u2204
TRN-611491|N28356G80900|2016-01-18 11:35:48|402.51|ACT-00008|ACT-34595|processed|payment for invoice # INV-762922|2016-01-21 00:00:00|u9615
TRN-124787|O45846I10528|2015-10-12 15:25:41|8096.42|ACT-00012|ACT-34595|processed|payment for invoice # INV-743616|2015-10-15 00:00:00|u2204
TRN-923705|H74524S99230|2013-01-31 13:42:24|10520.95|ACT-00029|ACT-69837|processed|payment for invoice # INV-109180|2013-02-07 00:00:00|u2204
TRN-584336|B96152F21973|2013-04-19 16:49:26|878.31|ACT-00013|ACT-69837|processed|payment for invoice # INV-896430|2013-04-25 00:00:00|u9615
TRN-915503|T79173L66468|2012-10-29 13:49:31|15254.81|ACT-00033|ACT-20925|processed|payment for invoice # INV-226938|2012-11-01 00:00:00|u2204
TRN-559574|I78737U38101|2013-07-29 16:20:29|4484.83|ACT-00005|ACT-93939|processed|payment for invoice # INV-771940|2013-08-08 00:00:00|u9615
TRN-391053|L72595B53696|2012-11-08 09:54:24|24945.92|ACT-00009|ACT-80828|processed|payment for invoice # INV-266111|2012-11-15 00:00:00|u2204
TRN-883517|Y36271O26387|2008-08-07 12:16:18|20833.35|ACT-00005|ACT-93939|processed|payment for invoice # INV-794463|2008-08-14 00:00:00|u2204
TRN-774066|I10329I36595|2005-12-27 09:46:24|27669.98|ACT-00012|ACT-55676|processed|payment for invoice # INV-777412|2005-12-29 00:00:00|u2204
TRN-700090|M36238Y31751|2014-05-19 16:15:25|14961.48|ACT-00025|ACT-59698|processed|payment for invoice # INV-924609|2014-05-22 00:00:00|u2204
TRN-176080|K92263G58261|2012-03-29 11:43:44|21492.54|ACT-00013|ACT-59698|processed|payment for invoice # INV-724012|2012-04-05 00:00:00|u3977
TRN-236835|M61519R87491|2011-05-16 10:52:22|962.76|ACT-00001|ACT-93939|processed|payment for invoice # INV-379790|2011-05-19 00:00:00|u9615
TRN-156656|T79704T16318|2016-03-10 12:49:24|6340.85|ACT-00022|ACT-95624|processed|payment for invoice # INV-324613|2016-03-17 00:00:00|u2204
TRN-949807|C30985V83485|2012-12-03 09:08:01|3812.27|ACT-00035|ACT-45489|processed|payment for invoice # INV-962833|2012-12-06 00:00:00|u9615
TRN-225669|U75789T24666|2015-03-30 11:53:29|10849.35|ACT-00030|ACT-50360|processed|payment for invoice # INV-773762|2015-04-02 00:00:00|u2204
TRN-601693|O41356W48167|2016-11-14 16:57:49|6450.37|ACT-00018|ACT-34595|processed|payment for invoice # INV-450733|2016-11-17 00:00:00|u2204
TRN-644241|T21737P98543|2011-09-29 09:31:13|6541.09|ACT-00021|ACT-93939|processed|payment for invoice # INV-374048|2011-10-06 00:00:00|u2204
TRN-830660|R95558V45730|2010-04-21 16:08:01|3625.38|ACT-00034|ACT-11034|processed|payment for invoice # INV-296024|2010-04-22 00:00:00|u9615
TRN-746050|Y77462L23593|2010-06-16 15:33:23|314.89|ACT-00022|ACT-95862|processed|payment for invoice # INV-166757|2010-06-17 00:00:00|u9615
TRN-967277|E97862Y58148|2015-04-14 14:24:09|53572.33|ACT-00006|ACT-87049|processed|payment for invoice # INV-908616|2015-04-16 00:00:00|u3977
TRN-120258|N62697U56869|2015-11-12 10:52:35|2056.49|ACT-00032|ACT-69808|processed|payment for invoice # INV-225466|2015-11-19 00:00:00|u9615
TRN-852666|W69650I89868|2007-11-16 16:27:46|11687.85|ACT-00006|ACT-21097|processed|payment for invoice # INV-696910|2007-11-22 00:00:00|u2204
TRN-456430|G49341C24133|2015-06-22 14:06:57|12304.47|ACT-00020|ACT-69808|processed|payment for invoice # INV-655659|2015-06-25 00:00:00|u2204
TRN-315009|T87733R63779|2011-07-21 13:51:47|12094.05|ACT-00032|ACT-86906|processed|payment for invoice # INV-829127|2011-07-28 00:00:00|u2204
TRN-439903|F99152Q77542|2016-10-03 13:01:34|19981.20|ACT-00019|ACT-36515|processed|payment for invoice # INV-285237|2016-10-06 00:00:00|u3977
TRN-209813|A24945D69173|2014-05-23 11:43:22|12023.98|ACT-00003|ACT-21097|processed|payment for invoice # INV-520665|2014-06-05 00:00:00|u2204
TRN-581399|X67631I47193|2015-09-11 09:59:43|13735.35|ACT-00023|ACT-34595|processed|payment for invoice # INV-370752|2015-09-17 00:00:00|u2204
TRN-377294|I95556G68691|2015-04-09 14:05:38|21749.57|ACT-00002|ACT-69808|processed|payment for invoice # INV-970611|2015-04-16 00:00:00|u2204
TRN-650941|U24210N90399|2010-04-19 10:05:51|5881.00|ACT-00028|ACT-11034|processed|payment for invoice # INV-700575|2010-04-22 00:00:00|u2204
TRN-634837|S23737U61998|2012-04-11 16:31:53|31357.04|ACT-00018|ACT-45489|processed|payment for invoice # INV-816932|2012-04-12 00:00:00|u3269
TRN-851205|T59429U60949|2010-04-26 15:10:04|8306.94|ACT-00037|ACT-55676|processed|payment for invoice # INV-477923|2010-04-29 00:00:00|u2204
TRN-107602|F94671Q15374|2011-04-11 15:11:46|28957.18|ACT-00001|ACT-20501|processed|payment for invoice # INV-265747|2011-04-14 00:00:00|u2204
TRN-124222|S74811O52566|2007-12-11 15:48:06|62749.70|ACT-00025|ACT-46570|processed|payment for invoice # INV-940879|2007-12-13 00:00:00|u3977
TRN-812901|A91145B25372|2011-10-31 11:35:19|32953.04|ACT-00024|ACT-95862|processed|payment for invoice # INV-326182|2011-11-03 00:00:00|u3269
TRN-341463|D48206L43294|2012-05-21 10:06:44|14437.38|ACT-00025|ACT-14189|processed|payment for invoice # INV-695703|2012-05-24 00:00:00|u3977
TRN-654288|Z64960O13571|2008-04-30 12:02:19|42922.71|ACT-00021|ACT-21097|processed|payment for invoice # INV-334916|2008-05-08 00:00:00|u3977
TRN-142405|I71348U80162|2015-11-27 14:41:17|3300.40|ACT-00004|ACT-34595|processed|payment for invoice # INV-470129|2015-12-03 00:00:00|u2204
TRN-571067|J93316H27700|2015-04-16 16:36:25|3046.72|ACT-00023|ACT-87049|processed|payment for invoice # INV-258594|2015-04-23 00:00:00|u9615
TRN-193699|J12567F97999|2011-11-11 14:28:04|75303.19|ACT-00008|ACT-95862|processed|payment for invoice # INV-951822|2011-11-17 00:00:00|u3977
TRN-559327|Z67261W77918|2011-04-04 09:41:41|16975.58|ACT-00019|ACT-20501|processed|payment for invoice # INV-783377|2011-04-07 00:00:00|u2204
TRN-754990|M13234J47265|2015-12-18 12:56:11|21892.48|ACT-00028|ACT-93939|processed|payment for invoice # INV-833871|2015-12-24 00:00:00|u3977
TRN-351792|Q49602P37411|2010-07-22 10:40:17|1797.65|ACT-00020|ACT-95624|processed|payment for invoice # INV-983566|2010-07-29 00:00:00|u9615
TRN-968016|G97726B40599|2013-11-11 15:01:07|11600.00|ACT-00016|ACT-45489|processed|payment for invoice # INV-747516|2013-11-14 00:00:00|u2204
TRN-571078|B77299C62739|2016-01-28 15:50:23|5331.14|ACT-00013|ACT-50360|processed|payment for invoice # INV-879608|2016-02-04 00:00:00|u2204
TRN-688569|D41675V22642|2015-08-03 16:09:45|60146.63|ACT-00028|ACT-84271|processed|payment for invoice # INV-240574|2015-08-06 00:00:00|u3977
TRN-474530|S72717K80490|2005-12-23 12:57:56|47942.50|ACT-00025|ACT-55676|processed|payment for invoice # INV-470637|2005-12-29 00:00:00|u3977
TRN-545681|D39381L98939|2012-12-03 09:23:36|4129.70|ACT-00016|ACT-11034|processed|payment for invoice # INV-151833|2012-12-06 00:00:00|u9615
TRN-993350|Y13340G46826|2012-09-11 16:50:13|10593.06|ACT-00026|ACT-11034|processed|payment for invoice # INV-991088|2012-09-13 00:00:00|u2204
TRN-911015|R64922O97032|2015-01-26 11:50:13|44829.39|ACT-00016|ACT-45489|processed|payment for invoice # INV-508547|2015-01-29 00:00:00|u3977
TRN-239894|R24077Q81700|2010-04-21 10:14:30|13865.12|ACT-00021|ACT-11034|processed|payment for invoice # INV-795849|2010-04-22 00:00:00|u2204
TRN-976593|W40958G16946|2011-03-21 10:05:57|3694.01|ACT-00021|ACT-70849|processed|payment for invoice # INV-406986|2011-03-24 00:00:00|u9615
TRN-809654|J93191T99504|2012-03-19 11:31:34|3476.32|ACT-00008|ACT-59698|processed|payment for invoice # INV-128614|2012-03-22 00:00:00|u9615
TRN-683274|B64749W83525|2010-03-29 14:08:01|12583.72|ACT-00021|ACT-36515|processed|payment for invoice # INV-525135|2010-04-01 00:00:00|u2204
TRN-950707|F72118D72436|2013-01-24 09:10:11|28311.43|ACT-00034|ACT-69837|processed|payment for invoice # INV-776707|2013-01-31 00:00:00|u2204
TRN-776966|R93387Y38347|2010-10-05 15:41:23|21249.22|ACT-00005|ACT-55676|processed|payment for invoice # INV-889873|2010-10-07 00:00:00|u2204
TRN-182728|M26634P79624|2013-04-15 15:55:54|50577.35|ACT-00034|ACT-69808|processed|payment for invoice # INV-501468|2013-04-18 00:00:00|u3977
TRN-236788|L45327A50146|2013-01-21 16:20:35|18072.37|ACT-00014|ACT-20501|processed|payment for invoice # INV-655369|2013-01-24 00:00:00|u2204
TRN-581629|C29610S31953|2013-03-01 16:35:47|11755.04|ACT-00021|ACT-86906|processed|payment for invoice # INV-267198|2013-03-07 00:00:00|u2204
TRN-580666|Z21370Q66507|2016-03-21 10:31:47|5983.57|ACT-00032|ACT-95624|processed|payment for invoice # INV-535170|2016-03-24 00:00:00|u2204
TRN-531740|I54673U35681|2011-10-17 13:57:08|15876.96|ACT-00022|ACT-59698|processed|payment for invoice # INV-251930|2011-10-20 00:00:00|u2204
TRN-266038|R34428Y27965|2010-12-13 13:14:09|16320.40|ACT-00019|ACT-11034|processed|payment for invoice # INV-710621|2010-12-16 00:00:00|u2204
TRN-686284|N68581T70736|2012-09-17 12:38:52|20218.18|ACT-00019|ACT-95624|processed|payment for invoice # INV-687781|2012-09-20 00:00:00|u2204
TRN-974975|O92780V68449|2009-07-20 14:36:13|40672.50|ACT-00019|ACT-34595|processed|payment for invoice # INV-965250|2009-07-23 00:00:00|u3977
TRN-386658|U96322Y53632|2016-03-29 12:01:38|38713.83|ACT-00016|ACT-36515|processed|payment for invoice # INV-765043|2016-03-31 00:00:00|u3977
TRN-626803|Y38980L52018|2011-03-21 11:14:02|3800.00|ACT-00001|ACT-36515|processed|payment for invoice # INV-881117|2011-03-24 00:00:00|u9615
TRN-323410|J29353Q62561|2011-03-22 11:03:15|4438.32|ACT-00015|ACT-36515|processed|payment for invoice # INV-713224|2011-03-24 00:00:00|u9615
TRN-517601|D33044G34616|2013-02-27 16:11:00|16068.69|ACT-00008|ACT-46570|processed|payment for invoice # INV-948560|2013-02-28 00:00:00|u2204
TRN-589851|D95417X89546|2011-04-26 16:52:33|32260.38|ACT-00028|ACT-20501|processed|payment for invoice # INV-894191|2011-04-28 00:00:00|u3977
TRN-515739|D17458E33388|2011-12-12 10:20:32|12176.95|ACT-00009|ACT-95862|processed|payment for invoice # INV-400538|2011-12-15 00:00:00|u2204
TRN-135327|K83858H77914|2011-12-08 15:33:44|15835.69|ACT-00029|ACT-95862|processed|payment for invoice # INV-162860|2011-12-15 00:00:00|u2204
TRN-329873|I29444Q16353|2008-03-28 12:40:08|2032.16|ACT-00021|ACT-86906|processed|payment for invoice # INV-966552|2008-04-03 00:00:00|u9615
TRN-178994|A80459X27661|2011-03-18 14:03:57|1700.04|ACT-00015|ACT-36515|processed|payment for invoice # INV-228186|2011-03-24 00:00:00|u9615
TRN-969321|U17955T26945|2014-09-26 11:06:07|12587.21|ACT-00026|ACT-34595|processed|payment for invoice # INV-582952|2014-10-02 00:00:00|u2204
TRN-942151|G96758Y41831|2012-11-05 16:46:18|45808.14|ACT-00025|ACT-84271|processed|payment for invoice # INV-443090|2012-11-08 00:00:00|u3977
TRN-808154|F77115J89692|2013-02-25 10:52:42|11338.71|ACT-00025|ACT-36515|processed|payment for invoice # INV-149479|2013-02-28 00:00:00|u2204
TRN-410531|Y48434V42996|2014-01-21 13:27:14|2622.21|ACT-00024|ACT-36515|processed|payment for invoice # INV-566610|2014-01-23 00:00:00|u9615
TRN-103740|U64802K39273|2010-04-22 15:33:59|99736.94|ACT-00022|ACT-50360|processed|payment for invoice # INV-246099|2010-04-29 00:00:00|u3977
TRN-680912|S19466Y87456|2011-02-23 14:48:08|24338.99|ACT-00035|ACT-45489|processed|payment for invoice # INV-293222|2011-02-24 00:00:00|u3977
TRN-169421|Q99067E77338|2015-11-27 09:27:37|2446.46|ACT-00023|ACT-34595|processed|payment for invoice # INV-203326|2015-12-03 00:00:00|u2204
TRN-864229|V28340X71470|2010-04-01 15:17:19|5655.20|ACT-00002|ACT-53050|processed|payment for invoice # INV-717807|2010-04-08 00:00:00|u3977
TRN-761686|K38464J72757|2015-12-07 09:27:34|18902.57|ACT-00034|ACT-34595|processed|payment for invoice # INV-670663|2015-12-10 00:00:00|u2204
TRN-883574|W39273O97454|2012-03-27 10:45:16|31198.47|ACT-00037|ACT-20501|processed|payment for invoice # INV-173799|2012-03-29 00:00:00|u3977
TRN-900526|R67770K39410|2011-08-25 11:05:03|805.81|ACT-00019|ACT-95862|processed|payment for invoice # INV-259515|2011-09-01 00:00:00|u9615
TRN-822621|N99611D75634|2015-12-14 11:43:02|153.01|ACT-00036|ACT-80828|processed|payment for invoice # INV-940062|2015-12-17 00:00:00|u9615
TRN-956443|N16564I64825|2008-08-27 15:56:32|17662.73|ACT-00036|ACT-14189|processed|payment for invoice # INV-550469|2008-08-28 00:00:00|u2204
TRN-805489|S60075O79538|2011-11-14 11:09:38|31549.85|ACT-00016|ACT-34595|processed|payment for invoice # INV-322737|2011-11-17 00:00:00|u3977
TRN-927638|F18107O69847|2015-04-17 10:40:01|8742.54|ACT-00013|ACT-80828|processed|payment for invoice # INV-195323|2015-04-23 00:00:00|u2204
TRN-821006|Y26504D44228|2011-12-05 12:06:30|8432.31|ACT-00028|ACT-14189|processed|payment for invoice # INV-252980|2011-12-08 00:00:00|u2204
TRN-604058|D59693K74838|2016-04-04 15:24:30|28217.26|ACT-00001|ACT-34595|processed|payment for invoice # INV-119982|2016-04-07 00:00:00|u2204
TRN-738415|O87708H27970|2015-11-30 11:06:39|17863.45|ACT-00036|ACT-34595|processed|payment for invoice # INV-604229|2015-12-03 00:00:00|u2204
TRN-874330|O45848K64105|2009-08-24 11:34:08|40584.64|ACT-00019|ACT-95624|processed|payment for invoice # INV-572234|2009-08-27 00:00:00|u3977
TRN-442282|P64831R16523|2013-05-21 13:02:48|1708.07|ACT-00024|ACT-20925|processed|payment for invoice # INV-661755|2013-05-23 00:00:00|u9615
TRN-847094|P73852E23137|2012-02-24 11:21:36|19394.95|ACT-00020|ACT-55676|processed|payment for invoice # INV-391511|2012-03-01 00:00:00|u2204
TRN-448828|E80110M46153|2013-01-14 15:38:31|21390.95|ACT-00019|ACT-59698|processed|payment for invoice # INV-143981|2013-01-17 00:00:00|u2204
TRN-972966|M72353I26242|2014-09-24 12:30:38|6737.24|ACT-00027|ACT-34595|processed|payment for invoice # INV-541414|2014-09-25 00:00:00|u2204
TRN-904429|T64108S31759|2013-03-25 09:21:54|17211.89|ACT-00032|ACT-59698|processed|payment for invoice # INV-169131|2013-03-28 00:00:00|u2204
TRN-499587|I87613J27220|2015-04-20 11:47:55|10759.94|ACT-00025|ACT-36515|processed|payment for invoice # INV-804057|2015-04-23 00:00:00|u2204
TRN-144054|V31051X71475|2012-09-27 09:13:51|26266.03|ACT-00009|ACT-59698|processed|payment for invoice # INV-669594|2012-10-04 00:00:00|u2204
TRN-613705|S25166W82230|2009-10-05 11:20:09|13007.64|ACT-00005|ACT-95624|processed|payment for invoice # INV-385790|2009-10-08 00:00:00|u2204
TRN-512856|Q71369H35011|2016-02-04 16:22:00|39068.33|ACT-00012|ACT-45489|processed|payment for invoice # INV-756056|2016-02-11 00:00:00|u3977
TRN-351324|C42180N43036|2012-10-02 15:01:24|661.83|ACT-00012|ACT-95862|processed|payment for invoice # INV-369787|2012-10-04 00:00:00|u9615
TRN-149727|N93358Q34608|2013-04-22 11:41:19|21980.49|ACT-00016|ACT-69837|processed|payment for invoice # INV-519567|2013-04-25 00:00:00|u2204
TRN-357687|M49065G13909|2011-11-10 14:20:56|104725.27|ACT-00017|ACT-34595|processed|payment for invoice # INV-515195|2011-11-17 00:00:00|u3269
TRN-133374|N66900L59751|2011-06-03 15:47:01|20525.70|ACT-00011|ACT-93939|processed|payment for invoice # INV-579384|2011-06-09 00:00:00|u2204
TRN-940148|L91794R80883|2014-01-27 09:33:27|13110.52|ACT-00022|ACT-87049|processed|payment for invoice # INV-789578|2014-01-30 00:00:00|u2204
TRN-618233|U87238C50470|2013-02-26 16:06:22|4054.68|ACT-00030|ACT-45489|processed|payment for invoice # INV-689019|2013-02-28 00:00:00|u9615
TRN-707848|K90356P95092|2013-04-23 13:56:36|15929.34|ACT-00011|ACT-69837|processed|payment for invoice # INV-363302|2013-04-25 00:00:00|u2204
TRN-496702|R89992Q63194|2011-11-14 11:16:20|6257.57|ACT-00033|ACT-93939|processed|payment for invoice # INV-321312|2011-11-17 00:00:00|u3977
TRN-395907|N89496P36897|2011-12-07 11:28:57|42145.96|ACT-00016|ACT-87049|processed|payment for invoice # INV-380654|2011-12-08 00:00:00|u3977
TRN-471803|Q89874M85661|2016-08-18 12:41:05|7781.38|ACT-00010|ACT-45489|processed|payment for invoice # INV-560059|2016-08-25 00:00:00|u2204
TRN-688418|R59340N80302|2016-04-28 11:45:27|18702.04|ACT-00021|ACT-34595|processed|payment for invoice # INV-551988|2016-05-12 00:00:00|u2204
TRN-372063|M98730M61476|2014-09-29 09:59:59|16191.81|ACT-00023|ACT-34595|processed|payment for invoice # INV-877359|2014-10-02 00:00:00|u2204
TRN-233400|R61175B63135|2011-06-07 09:04:55|23816.94|ACT-00037|ACT-93939|processed|payment for invoice # INV-290996|2011-06-09 00:00:00|u2204
TRN-316894|P67597Z49371|2010-12-10 09:11:03|42225.21|ACT-00021|ACT-11034|processed|payment for invoice # INV-623166|2010-12-16 00:00:00|u3977
TRN-298253|Q37600O21047|2008-09-02 10:29:16|16214.20|ACT-00003|ACT-95862|processed|payment for invoice # INV-342481|2008-09-04 00:00:00|u3977
TRN-809290|W36958L66676|2013-10-17 14:19:50|59684.94|ACT-00021|ACT-53050|processed|payment for invoice # INV-856857|2013-10-24 00:00:00|u3977
TRN-459344|Q48276H12201|2012-12-24 15:17:11|17127.57|ACT-00006|ACT-36515|processed|payment for invoice # INV-622521|2012-12-27 00:00:00|u2204
TRN-314569|K84742B46198|2015-05-19 16:46:40|22732.01|ACT-00021|ACT-34595|processed|payment for invoice # INV-639128|2015-05-21 00:00:00|u2204
TRN-312998|I13855P21733|2013-01-18 11:37:04|41300.00|ACT-00022|ACT-93939|processed|payment for invoice # INV-176056|2013-01-24 00:00:00|u3977
TRN-203091|C30380G53929|2011-12-07 16:20:19|5625.92|ACT-00010|ACT-80828|processed|payment for invoice # INV-807901|2011-12-08 00:00:00|u2204
TRN-183959|T82053K72662|2013-02-01 11:20:14|17893.23|ACT-00036|ACT-69837|processed|payment for invoice # INV-984042|2013-02-07 00:00:00|u2204
TRN-657229|Z13044N59208|2006-03-03 16:56:50|12768.97|ACT-00027|ACT-21097|processed|payment for invoice # INV-646759|2006-03-09 00:00:00|u2204
TRN-479650|K71492C32625|2011-06-06 14:37:35|6627.92|ACT-00002|ACT-93939|processed|payment for invoice # INV-472788|2011-06-09 00:00:00|u2204
TRN-423943|G96762H40744|2011-11-14 15:54:28|3272.27|ACT-00033|ACT-87049|processed|payment for invoice # INV-230768|2011-11-17 00:00:00|u9615
TRN-956277|I40687T40840|2012-11-07 16:41:06|30129.81|ACT-00004|ACT-59698|processed|payment for invoice # INV-728446|2012-11-08 00:00:00|u3977
TRN-880929|J12512Q12558|2012-06-18 09:28:49|12127.70|ACT-00027|ACT-95862|processed|payment for invoice # INV-469050|2012-06-21 00:00:00|u3977
TRN-588975|J66950K66576|2015-04-09 13:50:23|30275.40|ACT-00013|ACT-14189|processed|payment for invoice # INV-498812|2015-04-16 00:00:00|u3977
TRN-765260|Y86360P89674|2012-06-18 12:11:09|23558.49|ACT-00031|ACT-45489|processed|payment for invoice # INV-540875|2012-06-21 00:00:00|u2204
TRN-507740|V89402H38425|2011-08-22 15:38:33|71786.96|ACT-00028|ACT-50360|processed|payment for invoice # INV-620174|2011-08-25 00:00:00|u3977
TRN-843101|T37191I41329|2010-07-21 14:27:52|4773.71|ACT-00035|ACT-55676|processed|payment for invoice # INV-274969|2010-07-22 00:00:00|u9615
TRN-707061|W33697P44465|2016-05-02 11:15:19|93147.06|ACT-00006|ACT-34595|processed|payment for invoice # INV-827461|2016-05-12 00:00:00|u3977
TRN-458960|R87093E17895|2013-05-14 10:48:06|45623.86|ACT-00016|ACT-86906|processed|payment for invoice # INV-562589|2013-05-16 00:00:00|u3977
TRN-228781|C11940K11481|2015-10-29 16:45:25|54396.50|ACT-00015|ACT-69808|processed|payment for invoice # INV-478844|2015-11-05 00:00:00|u3977
TRN-374948|R30887Z30694|2011-12-05 16:50:15|23202.33|ACT-00025|ACT-80828|processed|payment for invoice # INV-696234|2011-12-08 00:00:00|u2204
TRN-807130|G45449R60637|2015-11-24 11:51:26|34664.94|ACT-00028|ACT-21097|processed|payment for invoice # INV-620398|2015-11-26 00:00:00|u3977
TRN-753290|R39144S32430|2015-04-13 12:00:29|1592.74|ACT-00013|ACT-14189|processed|payment for invoice # INV-245212|2015-04-16 00:00:00|u9615
TRN-939935|J11219Q15678|2011-12-01 11:44:49|51300.77|ACT-00035|ACT-80828|processed|payment for invoice # INV-498243|2011-12-08 00:00:00|u3977
TRN-620883|K52102P27027|2015-12-23 15:05:38|64121.29|ACT-00015|ACT-45489|processed|payment for invoice # INV-834341|2015-12-24 00:00:00|u3977
